full_name,credentials,city,state_full,state_code,province,country,website_url,submitted_by,comments,source_region
Julie Nicole,,Fresno,California,CA,,,https://fresnoinclusive.com/,,LGBTQ+ friendly ,United States
James A. Watson,,Gilroy,California,CA,,,https://www.jamesawatsonmd.net/,Patient submitted,,United States
Stephen Alvarez Mott,,Glendora,California,CA,,,https://www.woodglenmedical.com/provider/steven-alvarez-mott-md,Patient submitted,,United States
Emily Rekuc,,La Quinta,California,CA,,,http://caringforwomenlq.com/Providers.html,,,United States
Christine M. Feigal,,Long Beach,California,CA,,,https://www.memorialcare.org/providers/christine-m-feigal,,,United States
Cassidy B. Sullivan,,Long Beach,California,CA,,,https://www.memorialcare.org/providers/cassidy-b-sullivan,,,United States
Elise Vo,,Long Beach,California,CA,,,https://www.memorialcare.org/providers/elise-vo,,,United States
Kirsten M. Devin,,Long Beach,California,CA,,,https://www.memorialcare.org/providers/kirsten-m-devin,,,United States
Mary Louise S. Kiernan,,Long Beach,California,CA,,,https://www.memorialcare.org/providers/Marilee-kiernan,,,United States
Layne Kumetz,,Los Angeles,California,CA,,,https://laynekumetz.com/,,LGBTQ+ friendly,United States
Natasha Schimmoeller,,Los Angeles,California,CA,,,https://www.cedars-sinai.org/provider/natasha-schimmoeller-2056528.html,Patient submitted,,United States
Roy Silver,,Los Angeles,California,CA,,,https://www.pihhealth.org/find-a-doctor/physician-profile-advanced/roy-silver-1/,Patient submitted,,United States
Bente L. Kaiser,,Los Angeles,California,CA,,,https://www.huntingtonhealth.org/physicians/bente-l-kaiser-md/,Patient submitted,,United States
Joseph A. De Nagy,,Los Angeles,California,CA,,,https://doctors.adventisthealth.org/provider/joseph+anthony+denagy/1861491,,,United States
Kelly C. Joy,,Los Angeles,California,CA,,,https://www.cedars-sinai.org/provider/kelly-joy-3742153.html,Patient submitted,,United States
Matthew T. Siedhoff,,Los Angeles,California,CA,,,https://www.cedars-sinai.org/provider/matthew-siedhoff-610964.html,Patient submitted,LGBTQ+ friendly ,United States
Karyn Solky-morse,,Los Angeles,California,CA,,,https://www.cedars-sinai.org/provider/karyn-solky-1652103.html,Patient submitted ,,United States
Tanaz Kahen,,Los Angeles,California,CA,,,https://www.tanazkahenmd.com/,Patient submitted ,,United States
Madeline Eells,,Martinez,California,CA,,,,,925-370-5000,United States
Jennifer Conti,,Menlo Park,California,CA,,,https://profiles.stanford.edu/jennifer-conti,,,United States
Kamilee Christenson,,Menlo Park,California,CA,,,https://stanfordhealthcare.org/doctors/c/kamilee-christenson.html,,,United States
Torrey B. Halbert,,Mission Viejo,California,CA,,,https://www.memorialcare.org/providers/torrey-b-halbert,,,United States
Matthew Tilstra,,Modesto,California,CA,,,https://www.sutterhealth.org/find-doctor/dr-matthew-tilstra,Patient submitted ,,United States
Tessa Reisinger,,Modesto,California,CA,,,https://www.sutterhealth.org/find-doctor/dr-tessa-l-reisinger,,,United States
Jennifer Zeidberg,,Monterey,California,CA,,,https://www.montagehealth.org/doctors/profile/jennifer-zeidberg/,,,United States
Thomas J. Cunningham,,Monterey,California,CA,,,https://www.montagehealth.org/about/medical-group/montage-medical-group-providers/find-a-doctor-profile/thomas-cunningham/,Patient submitted ,,United States
Derrick Barnes,,Monterey,California,CA,,,https://www.montagehealth.org/about/medical-group/montage-medical-group-providers/find-a-doctor-profile/derrick-barnes/,Patient submitted,,United States
Hattie Pearson,,Mountain View,California,CA,,,https://www.stanfordchildrens.org/en/doctor/hattie-d-pearson,,,United States
Samantha Fernandes,,Mountain View,California,CA,,,https://health.usnews.com/doctors/samantha-fernandes-1496405,Patient submitted,,United States
Anea Aslan,,Mountain View,California,CA,,,https://health.usnews.com/doctors/andrea-aslan-79447,Patient submitted,,United States
Monica L. Aszterbaum,,Newport Beach,California,CA,,,https://hoagmedicalgroup.com/physician/monica-aszterbaum-md/,Patient submitted,,United States
Rebecca L. Taub,,"Oakland, Berkeley, Richmond",California,CA,,,https://www.sutterhealth.org/find-doctor/dr-rebecca-l-taub,,,United States
Kayvahn Steck-bayat,,Ojaj,California,CA,,,https://doctors.cmhshealth.org/provider/Kayvahn+Steck-Bayat/1993129,Patient submitted,,United States
Dipti Banerjee,,Orange & Santa Ana,California,CA,,,https://www.ucihealth.org/find-a-doctor/b/dipti-banerjee,Patient submitted,,United States
Xin Guan,,Oxnard,California,CA,,,https://www.venturacountywomenshealth.com/profile-obstetric-gynecologic-care-ventura-ca.html,Patient submitted,,United States
Miriam Delosantos,,Oxnard & Ventura,California,CA,,,https://www.mycmh.org/find-a-doctor/miriam-delosantos-pa-c/,Patient submitted,"Very LGBTQ+ friendly, accepts Medicaid, speaks Spanish",United States
David Crownover,,"Oxnard, Port Hueneme & Ventura",California,CA,,,https://www.mycmh.org/find-a-doctor/david-crownover-md/,Patient submitted,"Very LGBTQ+ friendly, accepts Medicaid ",United States
Stephanie Ann Whitman,,Panorama City,California,CA,,,https://healthy.kaiserpermanente.org/southern-california/physicians/stephanie-whitman-0603431,Patient submitted,,United States
Shweta K. Shah,,Pasadena,California,CA,,,https://www.huntingtonhealth.org/physicians/shweta-k-shah-do/,Patient submitted ,"Speaks Hindi, Gujarati & Kiswahili ",United States
Fiona Redwood,,Petaluma,California,CA,,,https://phealthcenter.org/providers/fiona-redwood-md/,Patient submitted ,,United States
Jennifer Boni,,Placerville,California,CA,,,https://edcchc.org/meet-our-providers/,Patient submitted ,,United States
Deepti Nahar,,Rancho Mirage,California,CA,,,https://fleurhealth.com/nahar/,,,United States
Peter Vasquez,,Rancho Mirage,California,CA,,,https://health.usnews.com/doctors/peter-vasquez-683416,Patient submitted,"LGBTQ+ & Transgender friendly, performs gender-affiirming surgery, accepts Medicaid ",United States
Vivian Chu,,Redwood City,California,CA,,,https://mydoctor.kaiserpermanente.org/ncal/providers/vchu,Patient submitted,,United States
Rodolfo Saenz,,Riverside,California,CA,,,https://altais.com/altais-medical-group-riverside/physicians/rodolfo-saenz/,Patient submitted,Speaks Spanish ,United States
Mallory Stuparich,,Riverside,California,CA,,,https://www.ucrhealth.org/provider/mallory-stuparich-md/,,Speaks Spanish,United States
Analisa Marki,,Roseville,California,CA,,,https://www.aiwhc.com/uncategorized/analisa-marki-dunn/,,,United States
Eve Lavalley Willsey,,Sacramento,California,CA,,,https://camelliawomenshealth.com/Eve-LaValley-Willsey-OBGYN-Sacramento,,,United States
Hui Min Cheong,,Sacramento,California,CA,,,https://www.dignityhealth.org/ourdoctors/1285663930-hui-cheong,,,United States
Nicole Nakamaru,,Sacramento,California,CA,,,https://mydoctor.kaiserpermanente.org/ncal/providers/nicolenakamaru,Patient submitted,,United States
Terri Ferrari,,Sacramento,California,CA,,,https://mydoctor.kaiserpermanente.org/ncal/providers/terriferrari,,,United States
Jeffrey A. Graham,,Sacramento,California,CA,,,https://www.sutterhealth.org/find-doctor/dr-jeffrey-graham,Patient submitted,,United States
Michael D. Trifiro,,Sacramento,California,CA,,,https://health.ucdavis.edu/obgyn/team/11657/michael-trifiro-minimally-invasive-gynecology-minimally-invasive-surgery-folsom-sacramento,Patient submitted,Works with Transgender patients ,United States
Sophia Yang,,Sacramento,California,CA,,,https://camelliawomenshealth.com/Sophia-Yang-MD,,,United States
Christine Picco,,San Carlos,California,CA,,,https://www.sutterhealth.org/find-provider/dr-christine-picco-1046233767,,,United States
Ariana Melendez,,San Diego,California,CA,,,https://health.usnews.com/doctors/ariana-melendez-1430277,,,United States
James O'neil,,San Diego,California,CA,,,,,Naval Medical Center,United States
Kelli Shannon,,San Diego,California,CA,,,https://www.sharp.com/san-diego-doctors/dr-kelli-shannon-80600,,,United States
Sarah Tilford,,San Diego,California,CA,,,https://www.plannedparenthood.org/planned-parenthood-pacific-southwest,,,United States
Shereen Binno,,San Diego,California,CA,,,https://www.sharp.com/doctors/shereen-binno,Patient submitted,,United States
Samantha Thomson,,San Diego,California,CA,,,https://providers.ucsd.edu/details/1689013468/obstetrics-&-gynecology,,,United States
Katherine Hsiao,,San Francisco,California,CA,,,https://www.sutterhealth.org/find-doctor/dr-katherine-t-hsiao,Patient submitted ,,United States
Erica Fran Weiss,,San Francisco,California,CA,,,https://mydoctor.kaiserpermanente.org/ncal/providers/ericaweiss,Patient submitted,,United States
Iram Zubair,,San Francisco,California,CA,,,https://www.sutterhealth.org/find-provider/dr-iram-zubair-1046235813,Patient submitted,,United States
Alejanina Rincon,,San Jose,California,CA,,,https://mydoctor.kaiserpermanente.org/ncal/providers/alejandrinarincon,,,United States
Ariana Dagdag,,San Jose,California,CA,,,https://health.usnews.com/doctors/ariana-dagdag-1172795,,,United States
Gordon S. Rosenberg,,San Jose,California,CA,,,https://stanfordhealthcare.org/content/shc/en/v2/doctors/r/gordon-rosenberg.html,Patient submitted,,United States
Anna Lyapis,,San Leandro / Fremont,California,CA,,,https://mydoctor.kaiserpermanente.org/ncal/providers/annalyapis,,,United States
Aaron Kromhout,,San Luis Obispo,California,CA,,,https://creatingharmonyobgyn.com/,,,United States
Sienna Titen,,Santa Cruz,California,CA,,,https://www.dignityhealth.org/ourdoctors/1760745038-sienna-titen,Patient submitted,,United States
Mona Bazargan,,Santa Maria,California,CA,,,https://www.dignityhealth.org/ourdoctors/1437502499-mona-bazargan?utm_source=LocalSearchListing&utm_medium=Physician&utm_campaign=SantaMariaWomen%2527sHealthCenter&utm_term=Mona-Bazargan-L5RR13OCOM&y_source=1_MTc3NTM5NDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,,,United States
Michelle Tsai,,Santa Monica,California,CA,,,https://www.uclahealth.org/providers/michelle-tsai,,,United States
Hannah C. Reiser,,Santa Monica,California,CA,,,https://www.uclahealth.org/providers/hannah-reiser,,,United States
Tara Bartlett,,Santa Rosa,California,CA,,,https://www.sutterhealth.org/find-doctor/dr-tara-bartlett?is-physician=true&ps-services=service234&lat=38.4409697&lng=-122.7971649&location=Santa+Rosa%252C+CA+95401%252C+USA&start=,Patient submitted ,,United States
Chrystal Bradley,,Sonora,California,CA,,,https://doctors.adventisthealth.org/provider/chrystal-anastasia-l-bradley/1341831,Patient submitted,,United States
Mareeni Stanislaus,,Templeton,California,CA,,,https://stanislausobgyn.com/about-us/,Patient submitted,,United States
Fikret I. Atamdede,,Torrance,California,CA,,,https://www.providence.org/doctors/gynecologic-oncology/ca/torrance/fikret-atamdede-1578502480,Patient submitted,,United States
Katie Massoudian,,Torrance,California,CA,,,https://healthy.kaiserpermanente.org/southern-california/physicians/katrin-massoudian-5189959,,,United States
Joseph Rose,,Walnut Creek,California,CA,,,https://www.johnmuirhealth.com/doctor/Joseph-Rose-MD/1245492925,Patient submitted ,,United States
Shamsi Vatannia,,Pleasanton,California,CA,,,https://stanfordhealthcare.org/doctors/v/shamsi-vatannia.html,,,United States
Jerry K. Izu,,Santa Clarita,California,CA,,,https://health.usnews.com/doctors/jerry-izu-51400,Patient submitted ,,United States
Lindsay Mooney,,Santa Cruz,California,CA,,,https://www.sutterhealth.org/find-doctor/dr-lindsay-b-mooney,,,United States
Laetitia Oderman,,Santa Cruz,California,CA,,,https://www.sutterhealth.org/find-provider/dr-laetitia-oderman-1046239049,,,United States
Amy Robertson,,Alamosa,Colorado,CO,,,https://www.sanluisvalleyhealth.org/find-a-provider/amy-robertson-md/,Patient submitted,LGBTQ+ friendly ,United States
Amber Fontenot Ferriss,,Arvada,Colorado,CO,,,https://wwcmd.com/team-member/amber-fontenot-ferriss/,,,United States
Lindsay Eun,,Arvada,Colorado,CO,,,https://wwcmd.com/team-member/lindsay-eun/,Patient submitted ,,United States
Kaylin Klie,,Aurora,Colorado,CO,,,https://www.uchealth.org/provider/kaylin-klie/,Patient submitted ,,United States
Emily Rosen,,Aurora,Colorado,CO,,,https://obgyn.coloradowomenshealth.com/about/doctors/dr-emily-rosen,Patient submitted ,,United States
Teuta Shemshedini,,Boulder,Colorado,CO,,,https://www.bouldermedicalcenter.com/medical-providers/teuta-shemshedini-md/obstetrics-and-gynecology/,,,United States
Samantha Mclean,,Boulder,Colorado,CO,,,https://www.bch.org/find-a-physician/samantha-mclean-do/,,,United States
Suzanne Dysart,,Boulder,Colorado,CO,,,https://www.bch.org/find-a-physician/suzanne-dysart-do/,Patient submitted,,United States
Anew Fowler,,Colorado Springs,Colorado,CO,,,https://www.uchealth.org/provider/andrew-c-fowler-md-obstetrics-and-gynecology/,Patient submitted,,United States
Autumn Stowe-quain,,Colorado Springs,Colorado,CO,,,https://www.uchealth.org/provider/autumn-stowe-quain-md-obstetrics-and-gynecology/,Patient submitted ,,United States
Janice Raley,,Colorado Springs,Colorado,CO,,,https://www.uchealth.org/provider/janice-c-raley-obstetrics-and-gynecology/,Patient submitted,,United States
Lauren Puretz,,Colorado Springs,Colorado,CO,,,https://mvmg.com/content/lauren-puretz-do,,,United States
Maria Weise-fleckenstein,,Colorado Springs,Colorado,CO,,,https://www.uchealth.org/provider/maria-weise-fleckenstein-md/,,,United States
Marlesa Moore,,Colorado Springs,Colorado,CO,,,https://www.uchealth.org/provider/marlesa-r-moore-md-ob-gyn/,Patient submitted,LGBTQ+ friendly,United States
Carina Kee,,Colorado Springs,Colorado,CO,,,https://www.mountain.commonspirit.org/provider-search/carina-kee-do,,,United States
Jack Tubbs,,Colorado Springs,Colorado,CO,,,https://www.associates-obgyn.com/provider/jack-tubbs-md-facog,Patient submitted ,,United States
Susan Mikaelian,,Colorado Springs,Colorado,CO,,,https://www.associates-obgyn.com/provider/susan-mikaelian-md-facog,Patient submitted ,,United States
Amy Clauss,,Colorado Springs,Colorado,CO,,,https://healthy.kaiserpermanente.org/colorado/clinicians/amy-clauss-2326267,,,United States
Rebecca Ludwig,,Colorado Springs,Colorado,CO,,,https://www.uchealth.org/provider/rebecca-ludwig-md/,Patient submitted,,United States
Christian J. York,,Colorado Springs,Colorado,CO,,,https://www.northspringsobgyn.com/provider/christian-j-york-md,Patient submitted,,United States
Christopher S. Russell,,Colorado Springs,Colorado,CO,,,https://www.uchealth.org/provider/scott-russell-md-obstetrics-and-gynecology/,Patient submitted ,,United States
Brenda Camp,,Denver,Colorado,CO,,,https://healthy.kaiserpermanente.org/colorado/clinicians/BRENDA-CAMP-8148329,,,United States
Laura Boyer,,Denver,Colorado,CO,,,https://healthonephysiciangroup.com/physicians/profile/Dr-Laura-Boyer-MD,Patient submitted ,,United States
Maggie Saccomano,,Denver,Colorado,CO,,,https://doctors.sclhealth.org/provider/Margaret+E.+Saccomano/1999556,Patient submitted,,United States
Meredith Townsend,,Denver,Colorado,CO,,,https://www.allaboutwomenscare.com/providers/our-physicians/,,,United States
Michael Moore,,Denver,Colorado,CO,,,https://www.advancedgyn.com/about,Patient submitted ,,United States
Olga Muldoon,,Denver,Colorado,CO,,,https://www.centura.org/provider-search/olga-muldoon-md,,"LGBTQ+ friendly, accepts Medicaid ",United States
Romy Mason,,Denver,Colorado,CO,,,https://healthonephysiciangroup.com/physicians/profile/Dr-Romy-E-Mason-MD,Patient submitted ,,United States
Sarah Frances Peterson,,Denver,Colorado,CO,,,https://eastdenver.coloradowomenshealth.com/doctors/dr-sarah-peterson,Patient submitted ,,United States
Victor Dabelea,,Denver,Colorado,CO,,,https://rockymountainhospitalforchildren.com/physicians/profile/Dr-Victor-Dabelea-MD,Patient submitted,,United States
Allison R. Herman,,Denver,Colorado,CO,,,https://eastdenver.coloradowomenshealth.com/doctors/allison-herman,Patient submitted ,,United States
Olga Muldoon,,Denver,Colorado,CO,,,https://www.adventhealth.com/find-doctor/doctor/olga-muldoon-md-1972981975,Patient submitted ,,United States
Claire L. Schultz,,Denver,Colorado,CO,,,https://www.denverhealth.org/provider-directory/s/schultz-claire-l,Patient submitted ,,United States
Kimberly Hildner-murphy,,Denver,Colorado,CO,,,https://doctors.intermountainhealth.org/provider/kimberly-hildner-murphy/2230322,Patient submitted,,United States
Anew Cook,,Durango,Colorado,CO,,,https://www.vitalhealth.com/meet-dr-cook/,Patient submitted,,United States
Nicole Pinkerton,,Durango,Colorado,CO,,,http://drpinkerton.net/,Patient submitted,,United States
Abigail Kaye,,Durango,Colorado,CO,,,https://4cobgyn.com/about-us/,,,United States
Anew Ross,,Englewood,Colorado,CO,,,https://www.cherryhillsmidwiferyandobgyn.com/provider/andrew-ross-md,,,United States
Tasha Kalra,,Englewood,Colorado,CO,,,https://www.allaboutwomenscare.com/providers/our-physicians/,,,United States
Meredith Townsend,,Englewood,Colorado,CO,,,https://www.allaboutwomenscare.com/providers/our-physicians/,Patient submitted,,United States
Tasha Kalra,,Englewood,Colorado,CO,,,https://www.allaboutwomenscare.com/providers/our-physicians/,Patient submitted,,United States
Catherine Coffman,,Fort Collins,Colorado,CO,,,https://womensclinicnoco.com/team-member/dr-catherine-coffman/,Patient submitted ,,United States
Ellie Antonia Knotts,,Fort Collins,Colorado,CO,,,https://doctors.bannerhealth.com/provider/Ellie+Knotts/449005,Patient submitted,,United States
Jennifer Stockburger,,Fort Collins,Colorado,CO,,,https://womensclinicnoco.com/team-member/jennifer-stockburger/,Patient submitted,,United States
Jessica Bare,,Fort Collins,Colorado,CO,,,https://womensclinicnoco.com/team-member/jessica-bare-d-o/,,,United States
Morgan Wolf,,Fort Collins,Colorado,CO,,,https://womensclinicnoco.com/team-member/dr-morgan-wolfe-jr/,Patient submitted,,United States
Nicole Roberson,,Fort Collins,Colorado,CO,,,https://womensclinicnoco.com/team-member/nicole-roberson/,Patient submitted,,United States
Claire Edelman,,Fort Collins,Colorado,CO,,,https://womensclinicnoco.com/team-member/claire-edelman/,,,United States
Tara Hoff,,Fort Collins,Colorado,CO,,,https://womensclinicnoco.com/team-member/tara-hoff/,Patient submitted,,United States
